(0, 0)
(3, 1)
(6, 2)
(8, 0)
(11, 3)
(13, 1)
(16, 0)
(19, 1)
(30, 3)
(33, 1)
(35, 2)
(38, 3)
(40, 2)
(43, 0)
(60, 2)
(63, 0)
(65, 2)
(68, 1)
(71, 3)
(74, 2)
(75, 3)
(90, 1)
(96, 0)
(99, 1)
(102, 2)
(105, 0)
(108, 3)
(111, 1)
(112, 2)
(115, 0)
(118, 3)
(121, 2)
(124, 0)
(125, 3)
average waiting time 8.50 
